GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME_x,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PTS_3,PTS_2,PTS_FT,PLAYER_NAME_y,E_NET_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,POSS,PIE,LOOSE_BALLS_RECOVERED,SCREEN_ASSISTS,TCHS,PTS_FB,GAME_DATE
22400618,1610612762,UTA,Utah,1628374,Lauri Markkanen,Lauri,F,,30:05,7.0,17.0,0.412,3.0,10.0,0.3,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,2.0,2.0,17.0,3.0,9.0,8.0,0.0,Lauri Markkanen,4.4,6.5,0.0,0.088,0.094,0.091,10.5,0.229,0.231,102.66,102.91,64,0.062,1.0,1.0,46,7.0,2025-01-22
22400618,1610612762,UTA,Utah,1628381,John Collins,John,F,,26:23,9.0,13.0,0.692,2.0,3.0,0.667,2.0,2.0,1.0,3.0,9.0,12.0,1.0,0.0,1.0,6.0,4.0,22.0,12.0,6.0,14.0,2.0,John Collins,17.4,21.1,0.056,0.111,0.29,0.207,28.6,0.27,0.276,102.83,103.7,57,0.189,1.0,1.0,41,4.0,2025-01-22
22400618,1610612762,UTA,Utah,1631117,Walker Kessler,Walker,C,,30:50,8.0,10.0,0.8,0.0,0.0,0.0,1.0,4.0,0.25,9.0,6.0,15.0,1.0,0.0,2.0,1.0,0.0,17.0,-2.0,0.0,16.0,1.0,Walker Kessler,0.1,-1.2,0.042,0.273,0.188,0.231,7.1,0.153,0.156,103.37,103.52,66,0.182,1.0,1.0,33,2.0,2025-01-22
22400618,1610612762,UTA,Utah,1629012,Collin Sexton,Collin,G,,32:00,7.0,15.0,0.467,2.0,6.0,0.333,2.0,4.0,0.5,2.0,2.0,4.0,9.0,0.0,0.0,8.0,3.0,18.0,-3.0,6.0,10.0,2.0,Collin Sexton,-7.8,-7.5,0.409,0.054,0.059,0.056,23.5,0.275,0.287,103.65,105.0,71,0.071,0.0,1.0,65,0.0,2025-01-22
22400618,1610612762,UTA,Utah,1641718,Keyonte George,Keyonte,G,,32:22,3.0,11.0,0.273,2.0,5.0,0.4,7.0,8.0,0.875,0.0,5.0,5.0,10.0,1.0,0.0,2.0,1.0,15.0,3.0,6.0,2.0,7.0,Keyonte George,6.8,7.8,0.323,0.0,0.147,0.074,7.4,0.193,0.195,103.63,103.81,69,0.13,0.0,0.0,74,0.0,2025-01-22
22400618,1610612762,UTA,Utah,1642268,Isaiah Collier,Isaiah,,,23:17,3.0,10.0,0.3,2.0,4.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,6.0,2.0,8.0,-20.0,6.0,2.0,0.0,Isaiah Collier,-35.5,-41.1,0.154,0.038,0.0,0.02,33.3,0.262,0.271,106.71,106.17,52,-0.044,0.0,1.0,57,2.0,2025-01-22
22400618,1610612762,UTA,Utah,1642271,Kyle Filipowski,Kyle,,,12:58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-15.0,0.0,0.0,0.0,Kyle Filipowski,-51.4,-51.7,0.0,0.125,0.083,0.107,0.0,0.03,0.031,107.94,107.35,29,0.0,0.0,0.0,20,0.0,2025-01-22
22400618,1610612762,UTA,Utah,1629004,Svi Mykhailiuk,Svi,,,16:29,2.0,6.0,0.333,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,-10.0,6.0,0.0,0.0,Svi Mykhailiuk,-31.9,-27.8,0.0,0.0,0.067,0.029,14.3,0.163,0.166,106.11,104.83,36,-0.016,0.0,0.0,21,0.0,2025-01-22
22400618,1610612762,UTA,Utah,1629234,Drew Eubanks,Drew,,,17:10,1.0,2.0,0.5,0.0,0.0,0.0,4.0,6.0,0.667,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,6.0,-7.0,0.0,2.0,4.0,Drew Eubanks,-25.1,-21.6,0.111,0.05,0.105,0.077,14.3,0.133,0.136,105.92,104.85,38,0.076,0.0,2.0,15,0.0,2025-01-22
22400618,1610612762,UTA,Utah,1641989,Elijah Harkless,Elijah,,,18:26,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,-6.0,3.0,2.0,0.0,Elijah Harkless,-13.8,-17.5,0.1,0.105,0.0,0.049,0.0,0.102,0.105,103.95,102.86,40,0.067,1.0,0.0,24,2.0,2025-01-22
