GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME_x,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PTS_3,PTS_2,PTS_FT,PLAYER_NAME_y,E_NET_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,POSS,PIE,LOOSE_BALLS_RECOVERED,SCREEN_ASSISTS,TCHS,PTS_FB,GAME_DATE
22400842,1610612746,LAC,LA,1627884,Derrick Jones Jr.,Derrick,F,,23:13,6.0,9.0,0.667,2.0,5.0,0.4,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,16.0,-6.0,6.0,8.0,2.0,Derrick Jones Jr.,-6.0,-11.8,0.067,0.0,0.174,0.098,0.0,0.185,0.193,105.23,105.43,51,0.126,0.0,0.0,33,2.0,2025-02-26
22400842,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,F,,32:54,6.0,14.0,0.429,3.0,5.0,0.6,2.0,2.0,1.0,2.0,6.0,8.0,4.0,4.0,1.0,3.0,1.0,17.0,-11.0,9.0,6.0,2.0,Kawhi Leonard,-8.1,-12.9,0.19,0.059,0.162,0.113,13.6,0.237,0.241,99.47,97.75,66,0.123,1.0,0.0,57,2.0,2025-02-26
22400842,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,C,,29:41,5.0,8.0,0.625,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,10.0,3.0,0.0,2.0,1.0,2.0,10.0,-10.0,0.0,10.0,0.0,Ivica Zubac,-10.0,-14.7,0.15,0.115,0.25,0.185,7.7,0.154,0.154,97.79,96.24,59,0.092,1.0,1.0,40,0.0,2025-02-26
22400842,1610612746,LAC,LA,1627739,Kris Dunn,Kris,G,,26:35,1.0,4.0,0.25,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,5.0,-4.0,3.0,0.0,2.0,Kris Dunn,-1.1,-6.9,0.143,0.0,0.154,0.085,0.0,0.082,0.087,103.27,104.75,58,0.066,0.0,0.0,48,0.0,2025-02-26
22400842,1610612746,LAC,LA,201935,James Harden,James,G,,36:00,9.0,20.0,0.45,7.0,14.0,0.5,5.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,6.0,2.0,30.0,-4.0,21.0,4.0,5.0,James Harden,2.0,-7.2,0.273,0.033,0.029,0.031,17.6,0.346,0.356,98.37,98.0,74,0.106,0.0,0.0,104,0.0,2025-02-26
22400842,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,,26:52,7.0,11.0,0.636,2.0,5.0,0.4,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,20.0,9.0,6.0,10.0,4.0,Amir Coffey,25.4,12.6,0.056,0.038,0.065,0.053,0.0,0.2,0.214,93.65,92.9,53,0.167,0.0,0.0,36,2.0,2025-02-26
22400842,1610612746,LAC,LA,203992,Bogdan Bogdanović,Bogdan,,,25:04,5.0,7.0,0.714,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,4.0,14.0,13.0,12.0,2.0,0.0,Bogdan Bogdanović,28.2,19.5,0.3,0.0,0.0,0.0,18.8,0.169,0.176,91.88,90.96,49,0.094,0.0,1.0,49,0.0,2025-02-26
22400842,1610612746,LAC,LA,1627732,Ben Simmons,Ben,,,18:19,3.0,8.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,8.0,1.0,1.0,1.0,2.0,6.0,15.0,0.0,6.0,0.0,Ben Simmons,42.8,32.5,0.5,0.25,0.167,0.2,5.9,0.191,0.211,100.07,102.16,40,0.152,0.0,0.0,46,0.0,2025-02-26
22400842,1610612746,LAC,LA,201587,Nicolas Batum,Nicolas,,,17:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,Nicolas Batum,31.6,21.6,0.059,0.0,0.095,0.054,0.0,0.045,0.05,99.56,101.65,37,0.012,0.0,1.0,18,0.0,2025-02-26
22400842,1610612746,LAC,LA,1629234,Drew Eubanks,Drew,,,4:22,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,13.0,0.0,4.0,0.0,Drew Eubanks,117.3,130.0,0.0,0.0,0.375,0.375,33.3,0.3,0.304,98.16,109.8,10,0.183,0.0,1.0,6,0.0,2025-02-26
22400842,1610612746,LAC,LA,1630699,MarJon Beauchamp,MarJon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,MarJon Beauchamp,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-26
22400842,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,Kobe Brown,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-26
22400842,1610612746,LAC,LA,201988,Patty Mills,Patty,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,Patty Mills,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-26
22400842,1610612741,CHI,Chicago,1628366,Lonzo Ball,Lonzo,F,,28:17,6.0,10.0,0.6,2.0,5.0,0.4,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,2.0,15.0,6.0,6.0,8.0,1.0,Lonzo Ball,6.2,14.0,0.125,0.067,0.087,0.075,0.0,0.145,0.144,101.28,101.83,59,0.116,1.0,1.0,41,5.0,2025-02-26
22400842,1610612741,CHI,Chicago,1641824,Matas Buzelis,Matas,F,,25:48,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,5.0,-18.0,3.0,2.0,0.0,Matas Buzelis,-37.8,-32.1,0.1,0.063,0.125,0.083,18.2,0.134,0.136,102.36,104.19,56,0.015,1.0,0.0,32,0.0,2025-02-26
22400842,1610612741,CHI,Chicago,1628380,Zach Collins,Zach,C,,38:07,8.0,14.0,0.571,2.0,4.0,0.5,3.0,5.0,0.6,7.0,10.0,17.0,7.0,2.0,0.0,3.0,3.0,21.0,6.0,6.0,12.0,3.0,Zach Collins,0.9,6.2,0.233,0.175,0.27,0.221,11.5,0.207,0.207,97.95,96.34,77,0.151,1.0,5.0,86,2.0,2025-02-26
22400842,1610612741,CHI,Chicago,1629632,Coby White,Coby,G,,31:25,7.0,16.0,0.438,4.0,11.0,0.364,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,19.0,-15.0,12.0,6.0,1.0,Coby White,-31.9,-21.7,0.15,0.0,0.037,0.016,9.5,0.231,0.231,102.81,105.4,69,0.057,0.0,1.0,58,0.0,2025-02-26
22400842,1610612741,CHI,Chicago,1630581,Josh Giddey,Josh,G,,36:38,8.0,14.0,0.571,4.0,4.0,1.0,1.0,2.0,0.5,2.0,6.0,8.0,12.0,1.0,0.0,5.0,1.0,21.0,8.0,12.0,8.0,1.0,Josh Giddey,5.1,9.0,0.4,0.056,0.167,0.111,16.1,0.218,0.218,98.64,97.62,75,0.143,1.0,0.0,98,5.0,2025-02-26
22400842,1610612741,CHI,Chicago,1628989,Kevin Huerter,Kevin,,,28:27,5.0,15.0,0.333,3.0,9.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,13.0,-9.0,9.0,4.0,0.0,Kevin Huerter,-22.0,-13.8,0.15,0.0,0.074,0.032,10.0,0.239,0.246,94.26,95.34,56,0.037,0.0,0.0,47,3.0,2025-02-26
22400842,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,,,17:44,2.0,5.0,0.4,1.0,2.0,0.5,0.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,Dalen Terry,8.4,8.5,0.188,0.063,0.0,0.033,0.0,0.15,0.158,98.85,101.5,37,0.06,0.0,0.0,28,3.0,2025-02-26
22400842,1610612741,CHI,Chicago,1641763,Julian Phillips,Julian,,,15:40,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,-11.0,0.0,2.0,0.0,Julian Phillips,-41.3,-30.0,0.0,0.0,0.182,0.077,33.3,0.162,0.165,96.63,99.57,32,-0.012,0.0,0.0,19,0.0,2025-02-26
22400842,1610612741,CHI,Chicago,1630200,Tre Jones,Tre,,,17:54,7.0,9.0,0.778,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,16.0,6.0,6.0,10.0,0.0,Tre Jones,14.5,14.3,0.182,0.053,0.053,0.053,0.0,0.205,0.21,92.03,89.83,34,0.209,0.0,0.0,31,4.0,2025-02-26
22400842,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,Jevon Carter,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-26
22400842,1610612741,CHI,Chicago,1629659,Talen Horton-Tucker,Talen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,Talen Horton-Tucker,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-26
22400842,1610612741,CHI,Chicago,1630604,E.J. Liddell,E.J.,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,E.J. Liddell,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-26
22400845,1610612744,GSW,Golden State,202710,Jimmy Butler III,Jimmy,F,,32:21,1.0,7.0,0.143,0.0,3.0,0.0,3.0,4.0,0.75,2.0,2.0,4.0,7.0,0.0,1.0,2.0,1.0,5.0,-7.0,0.0,2.0,3.0,Jimmy Butler III,-4.9,-8.9,0.35,0.069,0.065,0.067,11.1,0.149,0.156,96.83,97.19,65,0.038,1.0,3.0,67,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,F,,25:29,1.0,5.0,0.2,1.0,5.0,0.2,7.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,-7.0,3.0,0.0,7.0,Moses Moody,-9.5,-13.7,0.0,0.0,0.037,0.019,0.0,0.138,0.143,99.83,96.06,51,0.066,0.0,0.0,17,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,C,,31:50,3.0,8.0,0.375,1.0,1.0,1.0,5.0,7.0,0.714,3.0,7.0,10.0,4.0,1.0,0.0,4.0,4.0,12.0,6.0,3.0,4.0,5.0,Draymond Green,15.3,12.7,0.19,0.103,0.219,0.164,21.1,0.203,0.207,101.06,101.03,66,0.066,1.0,1.0,69,3.0,2025-02-27
22400845,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,G,,32:09,3.0,12.0,0.25,2.0,6.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,2.0,1.0,2.0,8.0,-10.0,6.0,2.0,0.0,Brandin Podziemski,-11.6,-14.1,0.389,0.0,0.143,0.07,5.0,0.183,0.188,94.31,93.33,62,0.058,1.0,1.0,55,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:18,16.0,25.0,0.64,12.0,19.0,0.632,12.0,12.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,4.0,0.0,56.0,15.0,36.0,8.0,12.0,Stephen Curry,22.4,19.8,0.25,0.0,0.121,0.06,10.8,0.42,0.43,98.38,97.26,70,0.326,0.0,0.0,91,8.0,2025-02-27
22400845,1610612744,GSW,Golden State,1627741,Buddy Hield,Buddy,,,17:36,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,13.0,3.0,0.0,0.0,Buddy Hield,23.2,35.1,0.125,0.053,0.0,0.032,0.0,0.116,0.115,99.81,100.96,37,0.037,1.0,0.0,35,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,16:58,2.0,3.0,0.667,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,3.0,0.0,4.0,1.0,Gary Payton II,18.0,4.7,0.091,0.0,0.053,0.029,0.0,0.095,0.103,105.49,108.94,39,0.078,1.0,1.0,30,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,,,13:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,-7.0,0.0,0.0,0.0,Kevon Looney,-24.7,-13.3,0.1,0.188,0.308,0.241,0.0,0.0,0.0,98.57,100.98,27,0.095,2.0,0.0,19,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,1630611,Gui Santos,Gui,,,6:55,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-2.0,0.0,2.0,0.0,Gui Santos,-2.8,-6.4,0.0,0.0,0.0,0.0,0.0,0.143,0.147,85.5,86.75,12,0.038,1.0,0.0,8,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,1642366,Quinten Post,Quinten,,,24:08,7.0,9.0,0.778,2.0,4.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,3.0,18.0,22.0,6.0,10.0,2.0,Quinten Post,51.8,43.6,0.071,0.059,0.138,0.109,0.0,0.185,0.188,98.6,94.46,48,0.189,2.0,2.0,47,6.0,2025-02-27
22400845,1610612744,GSW,Golden State,1628995,Kevin Knox II,Kevin,,,4:44,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,2.0,0.0,Kevin Knox II,37.8,44.4,0.0,0.167,0.0,0.083,25.0,0.333,0.333,100.19,91.27,9,-0.161,0.0,0.0,9,0.0,2025-02-27
22400845,1610612744,GSW,Golden State,1631218,Trayce Jackson-Davis,Trayce,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,Trayce Jackson-Davis,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-27
22400845,1610612744,GSW,Golden State,1630311,Pat Spencer,Pat,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,,,,,Pat Spencer,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0,,,,0,,2025-02-27
22400845,1610612753,ORL,Orlando,1630532,Franz Wagner,Franz,F,,38:50,11.0,22.0,0.5,1.0,4.0,0.25,4.0,5.0,0.8,0.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,27.0,4.0,3.0,20.0,4.0,Franz Wagner,-1.6,5.2,0.16,0.0,0.057,0.026,9.7,0.281,0.284,97.25,95.18,77,0.115,1.0,0.0,71,4.0,2025-02-27
22400845,1610612753,ORL,Orlando,1631094,Paolo Banchero,Paolo,F,,36:05,16.0,27.0,0.593,4.0,10.0,0.4,5.0,8.0,0.625,0.0,6.0,6.0,5.0,2.0,0.0,5.0,4.0,41.0,-12.0,12.0,24.0,5.0,Paolo Banchero,-20.3,-16.4,0.313,0.0,0.167,0.085,12.8,0.395,0.398,98.76,97.11,73,0.183,0.0,1.0,74,7.0,2025-02-27
22400845,1610612753,ORL,Orlando,1628976,Wendell Carter Jr.,Wendell,C,,26:30,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,5.0,9.0,14.0,4.0,1.0,0.0,4.0,5.0,9.0,-6.0,3.0,6.0,0.0,Wendell Carter Jr.,-12.5,-13.6,0.2,0.2,0.31,0.259,25.0,0.19,0.196,95.86,96.91,54,0.099,1.0,1.0,41,3.0,2025-02-27
22400845,1610612753,ORL,Orlando,203484,Kentavious Caldwell-Pope,Kentavious,G,,34:16,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,-14.0,0.0,0.0,0.0,Kentavious Caldwell-Pope,-21.0,-18.3,0.032,0.0,0.057,0.03,0.0,0.038,0.038,98.47,97.35,69,-0.021,1.0,4.0,31,0.0,2025-02-27
